name,birthDate,deathDate,bio,memberID,nationality
Sarah Moore,2013-09-24,,An acclaimed Producer with a passion for singing.,SM2013,Canada
Thomas Johnson,1960-07-01,,An acclaimed Screenwriter with a passion for photography.,TJ1960,Germany
Thomas Miller,2011-08-11,,An acclaimed Screenwriter with a passion for photography.,TM2011,France
Richard Brown,2016-07-03,,An acclaimed Actor with a passion for photography.,RB2016,Canada
Joseph Williams,1970-09-19,,An acclaimed Composer with a passion for painting.,JW1970,Australia
Michael Harris,1967-11-27,,An acclaimed Screenwriter with a passion for writing.,MH1967,UK
Matthew Harris,1954-08-17,,An acclaimed Screenwriter with a passion for singing.,MH1954,Australia
Barbara Thompson,1995-01-16,,An acclaimed Screenwriter with a passion for photography.,BT1995,Spain
Sandra Thompson,1986-05-12,,An acclaimed Director with a passion for photography.,ST1986,USA
Charles Anderson,1955-05-21,,An acclaimed Producer with a passion for writing.,CA1955,UK
Richard Robinson,1969-10-05,,An acclaimed Director with a passion for photography.,RR1969,USA
Christopher Smith,1971-11-27,,An acclaimed Actor with a passion for singing.,CS1971,USA
Matthew Rodriguez,2011-06-10,,An acclaimed Producer with a passion for traveling.,MR2011,Spain
Margaret Lewis,2020-09-14,,An acclaimed Producer with a passion for singing.,ML2020,Italy
Anthony Wilson,1962-11-20,,An acclaimed Director with a passion for traveling.,AW1962,Germany
Mark White,1980-05-02,,An acclaimed Director with a passion for painting.,MW1980,Germany
Michael Hall,1967-05-09,,An acclaimed Composer with a passion for traveling.,MH1967,USA
Margaret Miller,1961-07-13,,An acclaimed Actor with a passion for painting.,MM1961,Germany
Linda Williams,1997-12-01,,An acclaimed Actor with a passion for painting.,LW1997,Germany
Sarah Anderson,1954-04-18,,An acclaimed Actor with a passion for photography.,SA1954,Spain
Jessica Williams,1979-01-12,,An acclaimed Producer with a passion for writing.,JW1979,Spain
Richard Hall,2000-11-11,,An acclaimed Producer with a passion for photography.,RH2000,Canada
Thomas Robinson,2009-09-04,,An acclaimed Actor with a passion for photography.,TR2009,France
Ashley Lewis,1982-07-08,,An acclaimed Screenwriter with a passion for singing.,AL1982,Italy
Elizabeth Smith,2000-08-05,,An acclaimed Composer with a passion for writing.,ES2000,Australia
Richard Young,1980-11-22,,An acclaimed Composer with a passion for singing.,RY1980,Italy
Lisa Anderson,1977-12-25,,An acclaimed Screenwriter with a passion for painting.,LA1977,Australia
Barbara Jones,1963-08-06,,An acclaimed Producer with a passion for traveling.,BJ1963,Italy
Robert Robinson,1980-08-23,,An acclaimed Composer with a passion for painting.,RR1980,USA
Elizabeth Martin,1993-03-10,,An acclaimed Composer with a passion for writing.,EM1993,USA
Mark Clark,1961-11-08,,An acclaimed Producer with a passion for photography.,MC1961,France
Matthew Clark,2019-04-23,,An acclaimed Screenwriter with a passion for singing.,MC2019,France
Joseph Williams,2015-02-16,,An acclaimed Composer with a passion for photography.,JW2015,Canada
Michael Clark,2019-06-13,,An acclaimed Screenwriter with a passion for singing.,MC2019,Germany
Charles Jackson,2005-08-11,,An acclaimed Composer with a passion for traveling.,CJ2005,Australia
Mary Brown,1958-11-07,,An acclaimed Screenwriter with a passion for painting.,MB1958,Australia
William Miller,2006-04-12,,An acclaimed Actor with a passion for painting.,WM2006,USA
Richard Johnson,1996-10-18,,An acclaimed Actor with a passion for writing.,RJ1996,Germany
Lisa Hall,2006-02-18,,An acclaimed Director with a passion for painting.,LH2006,Spain
Mary Thompson,1977-04-06,,An acclaimed Producer with a passion for traveling.,MT1977,Germany
Mark Brown,1989-08-08,,An acclaimed Director with a passion for writing.,MB1989,Spain
Mary Anderson,1995-02-05,,An acclaimed Composer with a passion for painting.,MA1995,Canada
Jessica Miller,2013-04-05,,An acclaimed Screenwriter with a passion for traveling.,JM2013,France
Anthony Harris,1977-10-22,,An acclaimed Producer with a passion for traveling.,AH1977,Australia
Patricia Williams,1991-08-14,,An acclaimed Actor with a passion for photography.,PW1991,USA
Karen Johnson,1994-05-05,,An acclaimed Producer with a passion for writing.,KJ1994,Germany
Nancy Lewis,1989-12-11,,An acclaimed Actor with a passion for writing.,NL1989,USA
Susan Williams,1956-04-23,,An acclaimed Producer with a passion for singing.,SW1956,Germany
Linda Harris,2000-08-18,,An acclaimed Actor with a passion for singing.,LH2000,Spain
David Thompson,1966-10-06,,An acclaimed Screenwriter with a passion for photography.,DT1966,France
Patricia Davis,2008-07-06,,An acclaimed Producer with a passion for painting.,PD2008,UK
Joseph Jones,1977-07-17,,An acclaimed Producer with a passion for photography.,JJ1977,UK
John Young,2016-08-22,,An acclaimed Actor with a passion for writing.,JY2016,Australia
Anthony Robinson,2000-04-07,,An acclaimed Director with a passion for photography.,AR2000,USA
David White,1986-10-03,,An acclaimed Actor with a passion for photography.,DW1986,France
Patricia Clark,2012-06-03,,An acclaimed Composer with a passion for traveling.,PC2012,Italy
John Thomas,2004-09-19,,An acclaimed Composer with a passion for photography.,JT2004,Italy
Thomas Johnson,2021-01-13,,An acclaimed Screenwriter with a passion for singing.,TJ2021,France
Mark Johnson,2008-07-28,,An acclaimed Actor with a passion for writing.,MJ2008,USA
Christopher Garcia,2005-12-27,,An acclaimed Screenwriter with a passion for writing.,CG2005,Australia
Christopher Young,1987-06-16,,An acclaimed Producer with a passion for photography.,CY1987,Australia
Sandra Harris,1991-03-13,,An acclaimed Producer with a passion for writing.,SH1991,Italy
Joseph Clark,1988-06-24,,An acclaimed Composer with a passion for painting.,JC1988,USA
Joseph Davis,2001-11-12,,An acclaimed Producer with a passion for singing.,JD2001,Spain
Mary Moore,1995-03-18,,An acclaimed Screenwriter with a passion for painting.,MM1995,UK
Jennifer Martin,2008-08-28,,An acclaimed Producer with a passion for traveling.,JM2008,UK
John Smith,1995-02-11,,An acclaimed Composer with a passion for traveling.,JS1995,Spain
Patricia Allen,1989-01-19,,An acclaimed Producer with a passion for singing.,PA1989,USA
Mary Jones,1955-11-08,,An acclaimed Composer with a passion for painting.,MJ1955,UK
Karen Hernandez,2002-10-05,,An acclaimed Screenwriter with a passion for writing.,KH2002,Australia
Anthony Rodriguez,2002-04-22,,An acclaimed Director with a passion for painting.,AR2002,Canada
Daniel Taylor,2011-03-21,,An acclaimed Director with a passion for writing.,DT2011,Italy
Mary Davis,1987-09-03,,An acclaimed Screenwriter with a passion for traveling.,MD1987,Australia
Daniel Martin,1959-04-09,,An acclaimed Screenwriter with a passion for singing.,DM1959,USA
Mary Lewis,1967-06-12,,An acclaimed Actor with a passion for singing.,ML1967,France
Nancy Martin,1974-09-16,,An acclaimed Actor with a passion for traveling.,NM1974,France
Joseph Johnson,2019-10-27,,An acclaimed Director with a passion for singing.,JJ2019,Australia
Daniel Rodriguez,1995-11-24,,An acclaimed Producer with a passion for writing.,DR1995,Australia
Lisa Thompson,2001-11-02,,An acclaimed Producer with a passion for traveling.,LT2001,Italy
Jessica Thompson,1975-11-12,,An acclaimed Screenwriter with a passion for writing.,JT1975,UK
Barbara Davis,2011-07-25,,An acclaimed Director with a passion for traveling.,BD2011,Spain
Karen Moore,1975-02-23,,An acclaimed Screenwriter with a passion for painting.,KM1975,Italy
Sarah Martin,2001-06-06,,An acclaimed Composer with a passion for photography.,SM2001,France
Ashley Thompson,1971-11-05,,An acclaimed Producer with a passion for traveling.,AT1971,UK
Margaret Johnson,2021-05-11,,An acclaimed Screenwriter with a passion for photography.,MJ2021,Canada
Mark Davis,1958-12-06,,An acclaimed Actor with a passion for painting.,MD1958,USA
Ashley Williams,1987-11-03,,An acclaimed Composer with a passion for traveling.,AW1987,Canada
Elizabeth Hernandez,1951-05-21,,An acclaimed Producer with a passion for photography.,EH1951,Italy
Jennifer Rodriguez,2002-08-27,,An acclaimed Screenwriter with a passion for painting.,JR2002,Australia
David Martinez,1992-11-15,,An acclaimed Screenwriter with a passion for photography.,DM1992,Australia
Patricia Robinson,1957-04-05,,An acclaimed Screenwriter with a passion for writing.,PR1957,Australia
Elizabeth Martinez,1988-07-26,,An acclaimed Actor with a passion for painting.,EM1988,Italy
William Anderson,1994-07-12,,An acclaimed Producer with a passion for painting.,WA1994,Germany
Richard Smith,1992-12-11,,An acclaimed Actor with a passion for writing.,RS1992,USA
Matthew Jones,2001-08-07,,An acclaimed Director with a passion for writing.,MJ2001,USA
Robert Martin,2016-03-26,,An acclaimed Composer with a passion for painting.,RM2016,Italy
Michael Lewis,1993-03-11,,An acclaimed Composer with a passion for painting.,ML1993,Australia
Ashley Wilson,1961-02-18,,An acclaimed Producer with a passion for photography.,AW1961,Italy
Margaret Johnson,2022-04-21,,An acclaimed Director with a passion for photography.,MJ2022,France
John Anderson,1957-02-04,,An acclaimed Actor with a passion for traveling.,JA1957,Italy
Susan Walker,1981-10-25,,An acclaimed Director with a passion for painting.,SW1981,UK
Mary Smith,1973-11-21,,An acclaimed Director with a passion for photography.,MS1973,UK
David Thomas,1961-05-02,,An acclaimed Producer with a passion for photography.,DT1961,Spain
Thomas Jackson,1992-07-01,,An acclaimed Composer with a passion for photography.,TJ1992,USA
Charles Harris,1962-11-17,,An acclaimed Composer with a passion for writing.,CH1962,USA
Mary Moore,2015-10-14,,An acclaimed Producer with a passion for painting.,MM2015,Australia
Nancy Martin,2007-05-13,,An acclaimed Director with a passion for photography.,NM2007,UK
James Wilson,2016-01-03,,An acclaimed Director with a passion for photography.,JW2016,USA
Daniel Rodriguez,2009-09-05,,An acclaimed Producer with a passion for traveling.,DR2009,Spain
Mary Lewis,1992-04-17,,An acclaimed Screenwriter with a passion for traveling.,ML1992,USA
Sandra Taylor,2018-05-20,,An acclaimed Composer with a passion for painting.,ST2018,UK
William Thompson,1957-03-15,,An acclaimed Director with a passion for writing.,WT1957,Germany
Patricia Garcia,2000-02-07,,An acclaimed Director with a passion for writing.,PG2000,Spain
Sarah Robinson,2001-04-19,,An acclaimed Actor with a passion for traveling.,SR2001,Germany
Robert Walker,2019-03-19,,An acclaimed Director with a passion for photography.,RW2019,France
Sandra Martinez,1972-03-28,,An acclaimed Producer with a passion for traveling.,SM1972,Spain
Ashley Jones,2018-11-26,,An acclaimed Composer with a passion for writing.,AJ2018,USA
Matthew Jones,1987-01-13,,An acclaimed Screenwriter with a passion for writing.,MJ1987,USA
James Martin,1979-11-15,,An acclaimed Screenwriter with a passion for traveling.,JM1979,Spain
Nancy Jackson,1964-10-05,,An acclaimed Composer with a passion for writing.,NJ1964,Spain
Margaret Moore,1977-10-23,,An acclaimed Director with a passion for painting.,MM1977,Canada
Anthony Williams,2006-12-02,,An acclaimed Screenwriter with a passion for traveling.,AW2006,Spain
Sarah Johnson,1975-09-07,,An acclaimed Screenwriter with a passion for photography.,SJ1975,Canada
Sandra Martin,1953-05-28,,An acclaimed Composer with a passion for painting.,SM1953,Australia
John Allen,1987-06-05,,An acclaimed Actor with a passion for singing.,JA1987,Germany
Linda Allen,2015-07-01,,An acclaimed Screenwriter with a passion for writing.,LA2015,Canada
Linda Hernandez,2023-07-20,,An acclaimed Actor with a passion for traveling.,LH2023,UK
William Martinez,1992-02-18,,An acclaimed Director with a passion for photography.,WM1992,France
Jessica Robinson,1989-06-13,,An acclaimed Composer with a passion for traveling.,JR1989,UK
Christopher Clark,1984-03-24,,An acclaimed Screenwriter with a passion for traveling.,CC1984,France
Matthew Brown,2013-05-03,,An acclaimed Composer with a passion for writing.,MB2013,Germany
Joseph Anderson,1975-11-27,,An acclaimed Screenwriter with a passion for painting.,JA1975,Spain
Nancy Moore,1970-09-05,,An acclaimed Screenwriter with a passion for singing.,NM1970,Germany
Ashley White,2009-02-27,,An acclaimed Producer with a passion for writing.,AW2009,Italy
Susan Garcia,1995-08-07,,An acclaimed Screenwriter with a passion for painting.,SG1995,France
Matthew Martin,2011-12-22,,An acclaimed Producer with a passion for painting.,MM2011,Germany
Mary Lee,2006-11-07,,An acclaimed Director with a passion for painting.,ML2006,Spain
Ashley Clark,1960-02-23,,An acclaimed Director with a passion for writing.,AC1960,Canada
Richard Lewis,2017-01-11,,An acclaimed Composer with a passion for traveling.,RL2017,France
Linda Walker,2022-02-04,,An acclaimed Composer with a passion for photography.,LW2022,USA
John Brown,1972-11-24,,An acclaimed Director with a passion for traveling.,JB1972,Australia
Mary Johnson,2003-06-01,,An acclaimed Screenwriter with a passion for writing.,MJ2003,Germany
Charles Lewis,2004-03-24,,An acclaimed Actor with a passion for singing.,CL2004,USA
Barbara Anderson,1975-03-04,,An acclaimed Actor with a passion for painting.,BA1975,Canada
Christopher Lee,2019-04-25,,An acclaimed Actor with a passion for painting.,CL2019,Germany
Ashley Williams,1988-12-06,,An acclaimed Director with a passion for painting.,AW1988,UK
Patricia Taylor,1969-06-15,,An acclaimed Director with a passion for traveling.,PT1969,USA
Jennifer Martin,1998-08-08,,An acclaimed Director with a passion for writing.,JM1998,Canada
Daniel Johnson,1952-01-20,,An acclaimed Director with a passion for traveling.,DJ1952,USA
Christopher Allen,1978-01-24,,An acclaimed Director with a passion for writing.,CA1978,Italy
Linda Brown,1967-10-14,,An acclaimed Actor with a passion for painting.,LB1967,Italy
Mark Thomas,1999-04-15,,An acclaimed Composer with a passion for singing.,MT1999,Spain
Margaret Robinson,2007-02-23,,An acclaimed Composer with a passion for writing.,MR2007,UK
Charles Garcia,1987-07-14,,An acclaimed Composer with a passion for photography.,CG1987,Spain
Nancy Thomas,1960-08-07,,An acclaimed Actor with a passion for writing.,NT1960,Canada
Joseph Brown,1956-08-07,,An acclaimed Composer with a passion for traveling.,JB1956,UK
Robert Harris,1956-06-13,,An acclaimed Director with a passion for painting.,RH1956,Australia
Ashley White,2000-06-15,,An acclaimed Screenwriter with a passion for singing.,AW2000,Canada
James Garcia,1986-10-22,,An acclaimed Actor with a passion for singing.,JG1986,UK
Barbara Jackson,2021-04-21,,An acclaimed Producer with a passion for photography.,BJ2021,Canada
Daniel Smith,2006-09-26,,An acclaimed Actor with a passion for writing.,DS2006,Spain
Linda Moore,1981-12-13,,An acclaimed Screenwriter with a passion for painting.,LM1981,Australia
Barbara Hall,1975-05-17,,An acclaimed Screenwriter with a passion for traveling.,BH1975,France
Ashley Taylor,1979-03-15,,An acclaimed Director with a passion for painting.,AT1979,Australia
John Clark,1959-06-09,,An acclaimed Screenwriter with a passion for singing.,JC1959,Germany
Joseph Lee,1973-11-13,,An acclaimed Composer with a passion for painting.,JL1973,France
Mark Jones,2003-09-23,,An acclaimed Director with a passion for traveling.,MJ2003,UK
Karen Harris,1956-04-17,,An acclaimed Composer with a passion for traveling.,KH1956,UK
Mark Rodriguez,2012-10-25,,An acclaimed Producer with a passion for writing.,MR2012,Germany
